title,text
"아름 ""남자친구, 우울증 약 과다복용 후 쓰러져…악플러 때문""",아름은 14일 새벽 자신의 SNS 계정에 올린 글을 통해 “연락이 평소와 다르게 잘 되지 않아 불안한 마음과 걱정되는 마음에 언니와 함께 한걸음에 달려갔는데 오빠가 우울증 약을 과다 복용해 쓰러져 있었다”고 밝혔다. 이어 그는 “오빠가 며칠 사이 얼마나 힘들었을지 생각하면 마음이 너무 아프다”며...
근육감소 막는 천연 약재 '사과락' 아세요?,"근감소증은 공식적으로 질병코드를 부여 받은 질환인 만큼 근골격계 뿐만 아니라 당뇨병, 심혈관 질환, 우울증과 같은 질환의 위험을 높인다. 심지어 근감소증을 겪는 퇴행성 디스크, 골관절염 등 근골격계 질환자의 경우 약해진 근육이 뼈와 관절을 제대로 지지하지 못해 일반 환자보다 사망률이..."
"미국 가수 리조, 온몸에 무슨 일? ""우울증 덜기 위해""","그는 ""이 그린치 분장이 나를 우울증에서 구해줄 유일한 방법일 것""이라고 말했다. 리조는 초록색으로 온몸을 물들이고, 손에 털을 길게 붙여서 그린치와... 실제 우울증을 완화하거나 치료하기 위해서는 반신욕을 주기적으로 해주는 게 도움이 된다. 우울증 환자의 심부 체온을 따뜻한 물로 1.5~2도 높이면..."
"슈퍼 마리오 오디세이, 우울증 개선에 효과적…연구","오디세이'가 우울증 개선에 효과적이라는 연구 결과를 도출했다고 28일 일본 매체 기가진이 보도했다. 모리츠 버그만 정신의학 및 심리치료학과 교수가 이끄는 독일 본 대학 연구팀은 18~65세 사이의 주요우울장애(MDD) 진단을 받은 46명의 환자들을 대상으로 게임과 인지훈련, 일반 우울증 치료의 효과를 각각..."
"‘마약 투약’ 전두환 손자 전우원, 1심서 집유…“마지막 기회”",전씨는 ‘무엇을 반성하고 있나’라는 재판장의 질문에 “작년부터 우울증 치료 목적으로 정신과 약을 많이 복용했었는데 당시 해외에서 환각제를 이용한 우울증 치료가 많았다”며 “그게 불법인 줄 알면서도 절실한 마음으로 남용했다. 어떠한 이유로도 마약 사용은 안 되고 정당화될 수 없다”고 반성의...
"[박태선 교수의 건강한 피부, 건강한 삶] ⑥ 스트레스와 우울증, 냄새를 잃게...",◆ 스트레스와 우울증은 후각 기능을 저하한다 세계 인구의 약 10%가 우울증을 경험합니다. 한때는 단순한 기분 변화로 여겨졌으나 이제는 뇌와 관련된 질병이라는 사실이 밝혀졌습니다. 혹시 지속적으로 기분이 우울하고 피곤하며 일상의 즐거움에 대한 관심을 잃어가고 있나요? 이는 우울증의...
"유튜버 웅이 ""전여친이 병원장에 스폰받아...심각한 우울증으로 활동 중단한다...","평범한 일상생활 역시 원활하게 해나갈 수 없는 상태로 심각한 우울 증세를 겪고 있다""며 ""최근 유튜브 영상은 회사와의 계약상 불가피하게 올라갈 수밖에 없는 상황이었지만 웅이는 이를 부끄럽게 여기며 후회하고 또한 반성하고 있다. 이에 따라 유튜브 활동을 중단하겠다는 의사를 밝혔다""고 알렸다.아래는..."
"과기정통부 ""정부R&D 지원 우울증 디지털 치료기기, 임상 시작""","과기정통부는 한양대 김형숙 교수 연구팀이 개발 중인 우울증 디지털 치료기기가 19일 확증 임상시험을 시작한다고 10일 밝혔다. 확증 임상은 의료기기의... 이를 통해 우울, 불안, 강박 등에 대한 디지털 치료기기 4종을 개발 중이며 이중 우울증 디지털 치치료기는 지난 2월 식품의약품안전처로부터 확증임상..."
"'고딩엄빠4' 육예슬, 24시간 잔소리하는 남편에 우울증 진단 ""父 모습 보여""","‘고딩엄빠4’에 출연한 육예슬이 남편 박종원과의 갈등으로 우울증 진단까지 받았으나, “내 입장만 생각해 미안하다”는 남편의 사과를 받아들이며... 육예슬에게는 “우울증으로 인해 전두엽의 기능이 많이 떨어져 있다”고 설명했다. 이에 서장훈은 “남편의 말투와 잔소리를 매일 들으면 없던 우울증도..."
미생물 배불리 먹이는 식단…'똥이 약이다',"암, 비만, 당뇨, 치매, 우울증, 크론병, 과민대장증후군, 자가면역질환 등 영양이 차고 넘치는 현대인은 무엇이 부족해서 병에 걸릴까? 이젠 똥이 약이다. 똥도 이식할 수 있다.대변으로 질병을 치료할 수 있는 이유는 질병 원인이 장내 미생물 불균형에 있기 때문이다. 대변 이식은 항생제 폭탄을 맞아 사라진..."
"[리포트]""우울증 위험 상태!"" 스마트","스마트폰을 일상에서 사용하기만 해도 우울증 위험 정도를 척척 알려주는 인공지능 기술이 등장했습니다. 최근 빠르게 증가하고 있는 우울증의 조기 진단과 치료에 도움이 될 전망입니다. 가 보도합니다. ◀ 리포트 ▶ 국민건강보험공단이 밝힌 지난해 국내 우울증 환자 수는 100만 700여 명, 처음으로 100만 명을..."
중구 ‘청바지학교’에선 체력↑ 우울증↓ “100살까지 달릴래요”,오고 우울증도 생겨 건강을 챙겨야 하죠. 체력이 좋아졌어요. 집에만 있으면 우울증 걸릴 것 같은데 청바지학교에 오면 우울증이 낫죠. 몸과 마음이 활발해져요. 열심히 가르쳐주셔서 큰 도움이 됐어요.”(청바지학교 1기 참가자 채영자씨·80·장충동) “솔직히 말씀드리면 제가 좀 게으르다고 할까요. 노인이...
"KAIST, 스마트폰 언어 습관으로 우울증 조기 진단하는 인공지능 개발",KAIST(총장 이광형)가 사용자의 말과 글의 패턴을 스마트폰으로 분석해 우울증 등 정신건강 상태를 조기 진단할 수 있는 인공지능 기술을 개발했다. KAIST는 전기및전자공학부 이성주 교수 연구팀이 사용자의 언어 사용 패턴을 개인정보 유출 없이 스마트폰에서 자동으로 분석해 사용자의 정신건강 상태를...
"""나는 우울증 환자다"" 30년 정신과 의사의 고백","""나는 정신과 의사지만 오랜 우울증을 앓았다. 20년 이상 항우울제를 먹었다. 심리치료도 숱하게 받았고, 술로 괴로움을 달래보기도 해봤다."" 30년 경력의... 윌북 제공 정신과 의사한테 찾아오는 우울증이 오히려 다른 의사보다 더 많을 수도 있다고 저자는 얘기한다. 우울증 전문가라고 해서 우울증에 안 걸린다는..."
웅크린 채 덜덜 떨지 말고...가볍게만 운동해도 우울증 막아,이렇게 되면 겨울 우울증 증상이 발생하거나 더 심해질 수 있다. 극복하려면 어떻게 해야 할까. 이와 관련해 걷기 같은 가벼운 활동만으로도 우울한 기분을 순간적으로 물리칠 뿐만 아니라 앞으로 발생할 수 있는 우울증 위험도 낮춘다는 연구 결과가 있다. 캐나다 토론토대 연구팀은 신체...
"“고혈압, 당뇨, 우울증 등 국민 건강 꾸준히 악화 추세”",질병관리청(청장 지영미)은 전국 만 19세 이상 성인 약 23만 명을 대상으로 실시한 ‘2023년 지역사회건강조사’ 결과에 대한 통계를 발표했다. 지역사회건강조사는 질병관리청이 ‘지역보건법’ 제4조(지역사회 건강실태조사)에 근거해 매년 전국 258개 보건소가 지역주민의 건강실태를 파악하고...
"[리포트]""우울증 위험 상태!"" 스마트","스마트폰을 일상에서 사용하기만 해도 우울증 위험 정도를 척척 알려주는 인공지능 기술이 등장했습니다. 최근 빠르게 증가하고 있는 우울증의 조기 진단과 치료에 도움이 될 전망입니다. 가 보도합니다. ◀ 리포트 ▶ 국민건강보험공단이 밝힌 지난해 국내 우울증 환자 수는 100만 700여 명, 처음으로 100만 명을..."
"정선군, ‘군민 마음 건강 증진’ 나선다!",군은 정신건강서비스 지원이 어려운 동절기를 맞아 등록 정신건강 대상자에게 찾아가는 정신 재활 프로그램을 운영해 대상자의 우울증 등 정신과적 증상... 또한 주 2회 이상 전화상담 및 가정방문을 통해 개인별 맞춤 정신건강 서비스를 제공하는 것은 물론 겨울철 일조량 감소와 활동량 감소로 우울증이...
6개월 딸 15층 밖으로 던진 친모…“조울증·우울증” 주장,주민에 의해 1층에서 발견된 영아는 소방 당국에 의해 병원으로 이송됐으나 숨졌다. 경찰 조사에서 A씨는 조울증과 우울증을 앓고 있다고 주장한 가운데 경찰은 이에 대해 사실 여부를 검증하고 있다. 또 A씨가 딸을 먼저 살해한 뒤 1층으로 던졌을 가능성에 대해서도 영아 부검을 통해 확인할 계획이다.
"출퇴근 시간 길수록 우울증 위험 커진다…""스트레스 유발""",출퇴근 시간이 길면 우울증의 위험이 커진다는 국내 연구 결과가 나왔습니다. 이른바 '시간 빈곤'이 정신 건강에도 영향을 준다는 것입니다. 인하대병원... 연구 결과 하루 출퇴근 시간으로 60분 이상을 소요하는 사람은 통근 시간이 30분 미만인 사람보다 우울증 증상을 보일 가능성이 1.16배 더 높은 것으로...
[벤처하는 의사들] 침 속 스트레스 호르몬은 알고 있었네...누가 얼마나 우울...,"석정호 마인즈에이아이 대표 침으로 우울증 정도를 분류하는 ‘마인즈내비’ 개발 어릴 적 트라우마와 회복 탄력성까지 고려한 검사 척도 개발 회복... 미국정신의학협회(APA)가 발행한 정신질환 진단과 통계 메뉴얼(DSM-5)에 나온 주요우을장애, 즉 우울증의 증상들이다. 환자가 검사지에 나타난 증상을 보고..."
"우울증 환자 100만명 시대.. 기독청년 4명 중 1명 ""외롭다""",지난해 우울증 환자가 100만 명을 넘어섰습니다. 이 가운데 2030 청년 우울증 환자 비중은 3분의 1에 달합니다. 청년들의 우울증이 심각한 상황인데 기독청년들의 마음상태는 어떤지 살펴보겠습니다. 천수연 기잡니다. [기자] 한국기독교사회문제연구원이 만 19세 이상 35세 미만 기독청년들 천 명에게 삶에...
[이웃사랑] 불임 끝 낳은 아들 잘 키우고 싶었는데…먼저 떠난 남편,우울증이 심했던 기현 씨는 조카딸이 맡기고 간 강아지 '몽지'에게 농약을 섞은 요구르트를 건넸다. 평소 요구르트라면 사족을 못 쓰던 녀석이 입에도 대지 않았다. 다음 날도 똑같이 해봤지만 마찬가지였다. 세 번째 날에도 몽지는 앞발로 요구르트를 쳐냈다. 쏟아진 요구르트를 보자 눈물이 왈칵 쏟아져...
출퇴근 시간 길어질수록 우울증 위험 높아,"출퇴근 시간이 길어질수록 우울증이 생길 위험이 높아진다는 연구 결과가 나왔다. 이른바 ‘시간 빈곤’이 정신 건강에도 악영향을 미친다는 분석이다.... 연구 결과, 하루에 출퇴근 시간으로 60분 이상 걸리는 사람은 통근 시간이 30분 미만인 사람보다 우울증 증상을 보일 가능성이 1.16배 더 높았다. 연구팀은..."
"정영주, 난소암 투병→성대파열 “심한 우울증” (4인용식탁)",또 갑자기 닥친 난소암으로 자궁을 적출하게 되어 이른 폐경을 겪게 된 사연과 공연 중 갑자기 닥친 성대파열로 무대에 오를 수 없어 심한 우울증까지 앓았던 정영주의 가슴 아픈 사연까지 공개될 예정이다. 채널A ‘절친 토큐멘터리 4인용식탁’은 매주 월요일 오후 8시 10분 방송된다.
"곽진영 ""엄정화 눈처럼 성형, 재수술까지 실패해 우울증"" (특종세상)[종합]","그렇게 1년 정도 쉬었는데 재수술까지 잘못됐었다""고 말하며 이로 인해 대인기피증과 우울증까지 시달렸다고 털어놓았다. 곽진영의 어머니도 ""하늘이... 과거를 생각하면 우울증 생겨서 못 살고, 미쳐버린다. 미래만 생각해야 한다""고 복잡한 심경을 토로했다. '특종세상'은 매주 목요일 오후 9시 10분에..."
[HBR INSIGHT]세대 구성이 다양한 직장의 정신건강 관리법,"스트레스, 불안, 우울증 같은 정신 건강 문제는 사람들이 자리를 비우는 가장 큰 이유다. 조사 결과 근로자의 60%는 직업과 직장 생활이 정신 건강에 가장 중요한 요소라고 답했다. 직장 상사가 의사나 치료사보다 정신 건강에 더 큰 영향을 미친다고도 했다. 고용주가 근로자들의 정신 건강에 신경 쓰지 않을 수..."
"와이브레인 ""우울증 전자치료기기 도입 병원 100곳 넘어""","전자치료 플랫폼기업 와이브레인은 자사가 개발한 처방용 우울증 전자 치료 의료기기인 마인드스팀을 도입한 전국 병·의원이 100곳을 넘었다고 6일... 마인드스팀 치료를 선택한 환자는 10대부터 40대 중심의 새로운 우울증 치료를 희망하는 환자들이 60%로 가장 많았고, 다음으로 항우울증제 처방이 어렵거나..."
'기간제교사 사망' 조사했더니…학부모 협박·폭언 사실이었다,"두려움·좌절감 휩싸여 우울증 치료받다가 극단적 선택 교육청, 포렌식으로 통화내역 확보하고 두차례 학교 감사 유족, 폭언·협박한 학부모 형사고발... 고인은 협박과 폭언에 시달리다가 우울증 치료까지 받아야 했다. 유족은 폭언 등을 일삼은 학부모에 대한 형사고발을 검토하고 있다. 서울시교육청..."
"日오츠카, ‘렉살티’ 우울증·우울상태 적응확대 승인 취득",일본 오츠카 제약은 항정신병약 ‘렉살티(brexpiprazol)’에 대해 ‘우울증·우울상태(기존 치료에서 충분한 효과가 인정되지 않는 경우에 한하여)’에... 오츠카는 이 시험에서 기존 항우울제(SSRI 또는 SNRI) 치료에서 반응이 미흡했던 20세~64세 성인의 대우울증성 장애 환자 740명을 대상으로 브렉스피프라졸...
"서민재, 유명세 뒤 우울증…""수면제 의존하다 마약, 직업도 잃어""","그는 유명세를 얻은 뒤 우울증이 심해졌고, 수면제에 의존하다가 마약 투약까지 이어졌다고. 그러나 서민재는 현재 우리나라에는 여성을 위한 재활 시설이 없다며 ""혼자 회복하고 있다. 잡생각도 많이 들고 괴로운 것도 많고 우울한 게 생긴다. 시설에 입소해 있으면 규칙적인 프로그램을 소화해 회복하는데..."
"KAIST, 스마트폰 음성 분석해 우울증 판단하는 AI 기술 개발","해당 기술은 현대인의 '우울증'을 진단 및 예방하기 위해 개발했다. 언어 사용 패턴을 개인정보 유출 없이 스마트폰에서 자동으로 분석하는 방식이다. 즉 휴대폰을 소지, 일상적으로 사용하기만 해도 본인의 정신건상 상태를 알아 볼 수 있다는 설명이다. 실제 임상에서 환자와 상담을 통해 정신질환을..."
"'폭행 논란' 유튜버 웅이 측 ""활동 중단, 심각한 우울증 증세"" [전문]","이병웅 씨는 평범한 일상생활 역시 원활하게 해나갈 수 없는 상태로, 심각한 우울 증세를 겪고 있습니다. 최근 유튜브 영상은 회사와의 계약상 불가피하게 올라갈 수밖에 없는 상황이었지만, 이병웅 씨는 이를 부끄럽게 여기며 후회하고, 또한 반성하고 있습니다. 이에 따라 유튜브 활동을 중단하겠다는..."
"하루 4시간 이상 스마트폰 보는 청소년, 더 많은 우울증","중 우울증을 호소하거나 극단적인 선택을 생각한 비율이 높은 것으로 나타났다. 문진화 한양대 의대 소아청소년과 교수가 이끄는 연구팀은 이같은... 4시간 이상 스마트폰을 사용하는 그룹에 속한 청소년 중 우울증, 스트레스, 담배·알코올 사용 및 극단적 선택에 대한 충동을 느낀다고 응답한 비율을..."
AI가 의사를 대체하는 세상…암 치료 확률도 높인다[미래on],"의료업계는 가능성이 큰 부문으로 우울증 치료를 꼽는다. 우울증을 앓고 있는 환자는 자기 고민을 들어주는 상대방이 필요하다. 의사가 이 역할을 100% 해줄 수는 없다. 인간과 비슷한, 어쩌면 더 인내심 있는 AI가 꾸준히 우울증 환자의 이야기를 들어준다면 증상 완화를 기대할 수 있다고 본다. 퇴원 후..."
"투투 故 김지훈, 사망 10주기...우울증으로 일찍 진 ★","당시 그의 소속사 측은 ""김지훈이 우울증으로 약물 치료를 받고 있었다""고 밝혔다. 고인의 장지는 분당 스카이캐슬이다. 김지훈은 지난 1994년... 2010년에는 협의 이혼 사실까지 알려졌으며, 일련의 사태들로 故 김지훈은 우울증을 앓았고, 결국 극단적인 선택으로 생을 마감했다. 한편, 지난 2016년..."
